distance,angle
1.2315000295639038,0.0
1.2287499904632568,0.01745329238474369
1.2319999933242798,0.03490658476948738
1.2319999933242798,0.05235987715423107
1.2324999570846558,0.06981316953897476
1.2342499494552612,0.08726646192371845
1.2350000143051147,0.10471975430846214
1.2357499599456787,0.12217304669320583
1.2362500429153442,0.13962633907794952
1.2447500228881836,0.15707963146269321
1.246749997138977,0.1745329238474369
1.2484999895095825,0.1919862162321806
1.2572499513626099,0.20943950861692429
1.2554999589920044,0.22689280100166798
1.2615000009536743,0.24434609338641167
1.2677500247955322,0.26179938577115536
1.2704999446868896,0.27925267815589905
1.2762500047683716,0.29670597054064274
1.284250020980835,0.31415926292538643
1.2869999408721924,0.3316125553101301
1.2972500324249268,0.3490658476948738
1.3012499809265137,0.3665191400796175
1.311750054359436,0.3839724324643612
1.3279999494552612,0.4014257248491049
1.3352500200271606,0.41887901723384857
1.3447500467300415,0.43633230961859226
1.3522499799728394,0.45378560200333595
1.3674999475479126,0.47123889438807964
1.3762500286102295,0.48869218677282333
1.3867499828338623,0.506145479157567
1.3952499628067017,0.5235987715423107
1.4110000133514404,0.5410520639270544
1.4294999837875366,0.5585053563117981
1.4500000476837158,0.5759586486965418
1.4072500467300415,0.5934119410812855
1.371749997138977,0.6108652334660292
1.3240000009536743,0.6283185258507729
1.2944999933242798,0.6457718182355165
1.2647500038146973,0.6632251106202602
1.2410000562667847,0.6806784030050039
1.215250015258789,0.6981316953897476
1.214750051498413,0.7155849877744913
1.2269999980926514,0.733038280159235
1.2412500381469727,0.7504915725439787
1.2519999742507935,0.7679448649287224
1.284749984741211,0.7853981573134661
1.2999999523162842,0.8028514496982098
1.315000057220459,0.8203047420829535
1.3324999809265137,0.8377580344676971
1.3522499799728394,0.8552113268524408
1.8550000190734863,0.8901179116219282
1.8867499828338623,0.9075712040066719
1.9187500476837158,0.9250244963914156
1.9804999828338623,0.9424777887761593
1.9880000352859497,0.959931081160903
1.96875,0.9773843735456467
1.9485000371932983,0.9948376659303904
1.912750005722046,1.012290958315134
1.8927500247955322,1.0297442506998777
1.8830000162124634,1.0471975430846214
1.8587499856948853,1.0646508354693651
1.8532500267028809,1.0821041278541088
1.8242499828338623,1.0995574202388525
1.808750033378601,1.1170107126235962
1.7944999933242798,1.1344640050083399
1.78125,1.1519172973930836
1.77524995803833,1.1693705897778273
1.7402499914169312,1.186823882162571
1.7295000553131104,1.2042771745473146
1.7237499952316284,1.2217304669320583
1.7052500247955322,1.239183759316802
1.6987500190734863,1.2566370517015457
1.687749981880188,1.2740903440862894
1.6770000457763672,1.291543636471033
1.6737500429153442,1.3089969288557768
1.6629999876022339,1.3264502212405205
1.6517499685287476,1.3439035136252642
1.65024995803833,1.3613568060100079
1.6404999494552612,1.3788100983947515
1.6382499933242798,1.3962633907794952
1.556249976158142,1.413716683164239
1.5369999408721924,1.4311699755489826
1.5402499437332153,1.4486232679337263
1.5364999771118164,1.46607656031847
1.527999997138977,1.4835298527032137
1.5102499723434448,1.5009831450879574
1.496000051498413,1.518436437472701
1.503999948501587,1.5358897298574448
1.4897500276565552,1.5533430222421885
1.4769999980926514,1.5707963146269321
1.4674999713897705,1.5882496070116758
1.4587500095367432,1.6057028993964195
1.4487500190734863,1.6231561917811632
1.441249966621399,1.640609484165907
1.434000015258789,1.6580627765506506
1.4242500066757202,1.6755160689353943
1.4172500371932983,1.692969361320138
1.4160000085830688,1.7104226537048817
1.409500002861023,1.7278759460896254
1.4232499599456787,1.745329238474369
1.4160000085830688,1.7627825308591127
1.5527499914169312,1.7802358232438564
1.5292500257492065,1.7976891156286001
1.5827499628067017,1.8151424080133438
1.6510000228881836,1.8325957003980875
1.6652499437332153,1.8500489927828312
0.22724999487400055,3.665191400796175
0.2240000069141388,3.6826446931809187
0.22624999284744263,3.7000979855656624
0.22824999690055847,3.717551277950406
0.23000000417232513,3.7350045703351498
0.2317499965429306,3.7524578627198935
0.23350000381469727,3.769911155104637
0.23999999463558197,3.787364447489381
0.6007500290870667,4.433136265724897
0.6297500133514404,4.450589558109641
0.6694999933242798,4.468042850494385
0.6460000276565552,4.4854961428791285
0.6397500038146973,4.502949435263872
0.6387500166893005,4.520402727648616
0.6455000042915344,4.5378560200333595
1.5184999704360962,4.572762604802847
1.5184999704360962,4.590215897187591
1.5234999656677246,4.607669189572334
1.5255000591278076,4.625122481957078
1.5292500257492065,4.642575774341822
4.7170000076293945,5.009094914421439
4.337250232696533,5.026548206806183
4.153500080108643,5.0440014991909266
3.9427499771118164,5.06145479157567
3.756999969482422,5.078908083960414
3.5915000438690186,5.096361376345158
2.532749891281128,5.113814668729901
2.532749891281128,5.131267961114645
2.5607500076293945,5.148721253499389
2.5607500076293945,5.166174545884132
2.5804998874664307,5.183627838268876
2.5662500858306885,5.20108113065362
2.5859999656677246,5.2185344230383635
2.578749895095825,5.235987715423107
2.4307498931884766,5.253441007807851
2.413249969482422,5.2708943001925945
2.347249984741211,5.288347592577338
2.2960000038146973,5.305800884962082
2.248500108718872,5.323254177346826
2.1665000915527344,5.340707469731569
2.114500045776367,5.358160762116313
2.0727500915527344,5.375614054501057
0.9127500057220459,5.567600270733237
0.9382500052452087,5.585053563117981
0.9570000171661377,5.602506855502725
0.9745000004768372,5.619960147887468
0.9940000176429749,5.637413440272212
1.0234999656677246,5.654866732656956
1.0449999570846558,5.672320025041699
1.066499948501587,5.689773317426443
1.093999981880188,5.707226609811187
1.121749997138977,5.7246799021959305
1.218000054359436,5.742133194580674
1.437250018119812,5.759586486965418
1.4220000505447388,5.7770397793501616
1.4105000495910645,5.794493071734905
1.3932499885559082,5.811946364119649
1.3795000314712524,5.829399656504393
1.3695000410079956,5.846852948889136
1.3597500324249268,5.86430624127388
1.3522499799728394,5.881759533658624
1.3337500095367432,5.899212826043367
1.3259999752044678,5.916666118428111
1.3140000104904175,5.934119410812855
1.30649995803833,5.9515727031975985
1.2972500324249268,5.969025995582342
1.2912499904632568,5.986479287967086
1.284749984741211,6.0039325803518295
1.28125,6.021385872736573
1.2717499732971191,6.038839165121317
1.2672499418258667,6.056292457506061
1.2612500190734863,6.073745749890804
1.25600004196167,6.091199042275548
1.253250002861023,6.108652334660292
1.2477500438690186,6.126105627045035
1.246000051498413,6.143558919429779
1.243749976158142,6.161012211814523
1.2400000095367432,6.178465504199266
1.2350000143051147,6.19591879658401
1.2342499494552612,6.213372088968754
1.2342499494552612,6.2308253813534975
1.2327500581741333,6.248278673738241
1.2324999570846558,6.265731966122985
1.2319999933242798,0.0
1.2324999570846558,0.01745329238474369
1.2319999933242798,0.03490658476948738
1.2282500267028809,0.05235987715423107
1.2327500581741333,0.06981316953897476
1.2337499856948853,0.08726646192371845
1.2345000505447388,0.10471975430846214
1.2354999780654907,0.12217304669320583
1.2362500429153442,0.13962633907794952
1.2452499866485596,0.15707963146269321
1.246500015258789,0.1745329238474369
1.2484999895095825,0.1919862162321806
1.253250002861023,0.20943950861692429
1.2584999799728394,0.22689280100166798
1.2615000009536743,0.24434609338641167
1.2637499570846558,0.26179938577115536
1.2734999656677246,0.27925267815589905
1.2757500410079956,0.29670597054064274
1.284250020980835,0.31415926292538643
1.2912499904632568,0.3316125553101301
1.2972500324249268,0.3490658476948738
1.3005000352859497,0.3665191400796175
1.309249997138977,0.3839724324643612
1.3279999494552612,0.4014257248491049
1.3357499837875366,0.41887901723384857
1.343250036239624,0.43633230961859226
1.3512500524520874,0.45378560200333595
1.3669999837875366,0.47123889438807964
1.3762500286102295,0.48869218677282333
1.3867499828338623,0.506145479157567
1.3964999914169312,0.5235987715423107
1.409999966621399,0.5410520639270544
1.4282499551773071,0.5585053563117981
1.4557499885559082,0.5759586486965418
1.4114999771118164,0.5934119410812855
1.3772499561309814,0.6108652334660292
1.3250000476837158,0.6283185258507729
1.2947499752044678,0.6457718182355165
1.2664999961853027,0.6632251106202602
1.2424999475479126,0.6806784030050039
1.2167500257492065,0.6981316953897476
1.2139999866485596,0.7155849877744913
1.2269999980926514,0.733038280159235
1.2410000562667847,0.7504915725439787
1.2515000104904175,0.7679448649287224
1.283750057220459,0.7853981573134661
1.2990000247955322,0.8028514496982098
1.315500020980835,0.8203047420829535
1.3320000171661377,0.8377580344676971
1.3517500162124634,0.8552113268524408
1.4819999933242798,0.8726646192371845
1.8539999723434448,0.8901179116219282
1.8857500553131104,0.9075712040066719
1.9197499752044678,0.9250244963914156
1.9815000295639038,0.9424777887761593
1.9847500324249268,0.959931081160903
1.965499997138977,0.9773843735456467
1.9464999437332153,0.9948376659303904
1.9207500219345093,1.012290958315134
1.8907500505447388,1.0297442506998777
1.88100004196167,1.0471975430846214
1.8559999465942383,1.0646508354693651
1.8492499589920044,1.0821041278541088
1.8214999437332153,1.0995574202388525
1.8079999685287476,1.1170107126235962
1.7857500314712524,1.1344640050083399
1.780500054359436,1.1519172973930836
1.7580000162124634,1.1693705897778273
1.7402499914169312,1.186823882162571
1.7272499799728394,1.2042771745473146
1.7230000495910645,1.2217304669320583
1.7044999599456787,1.239183759316802
1.6979999542236328,1.2566370517015457
1.6862499713897705,1.2740903440862894
1.6770000457763672,1.291543636471033
1.6729999780654907,1.3089969288557768
1.6629999876022339,1.3264502212405205
1.6510000228881836,1.3439035136252642
1.6427500247955322,1.3613568060100079
1.6397500038146973,1.3788100983947515
1.6375000476837158,1.3962633907794952
1.5502500534057617,1.413716683164239
1.5357500314712524,1.4311699755489826
1.5384999513626099,1.4486232679337263
1.530500054359436,1.46607656031847
1.5164999961853027,1.4835298527032137
1.5102499723434448,1.5009831450879574
1.4977500438690186,1.518436437472701
1.4977500438690186,1.5358897298574448
1.493499994277954,1.5533430222421885
1.472249984741211,1.5707963146269321
1.4615000486373901,1.5882496070116758
1.4574999809265137,1.6057028993964195
1.44350004196167,1.6231561917811632
1.4362499713897705,1.640609484165907
1.436750054359436,1.6580627765506506
1.4287500381469727,1.6755160689353943
1.4220000505447388,1.692969361320138
1.4155000448226929,1.7104226537048817
1.4160000085830688,1.7278759460896254
1.430999994277954,1.745329238474369
1.5527499914169312,1.7627825308591127
1.5527499914169312,1.7802358232438564
1.5292500257492065,1.7976891156286001
1.5827499628067017,1.8151424080133438
1.6427500247955322,1.8325957003980875
1.6644999980926514,1.8500489927828312
0.22374999523162842,3.6826446931809187
0.22824999690055847,3.7000979855656624
0.22824999690055847,3.717551277950406
0.22975000739097595,3.7350045703351498
0.23100000619888306,3.7524578627198935
0.23325000703334808,3.769911155104637
0.6019999980926514,4.433136265724897
0.6307500004768372,4.450589558109641
0.6652500033378601,4.468042850494385
0.6442499756813049,4.4854961428791285
0.6387500166893005,4.502949435263872
0.6387500166893005,4.520402727648616
0.6447499990463257,4.5378560200333595
1.5260000228881836,4.555309312418103
1.5184999704360962,4.572762604802847
1.5190000534057617,4.590215897187591
1.5442500114440918,4.607669189572334
1.5255000591278076,4.625122481957078
1.5292500257492065,4.642575774341822
4.710750102996826,5.009094914421439
4.34250020980835,5.026548206806183
4.148749828338623,5.0440014991909266
3.9427499771118164,5.06145479157567
3.7607500553131104,5.078908083960414
3.5915000438690186,5.096361376345158
2.532749891281128,5.113814668729901
2.532749891281128,5.131267961114645
2.532749891281128,5.148721253499389
